-0.06640554	-0.09898198	-0.007314037	0.04703316	0.0047697728	-0.023626475	-0.050094593	0.038190607	0.09130275	-0.010411061	0.14497057	-0.0316192	0.059535533	0.10121015	-0.08078632	-0.06752588
-0.10310197	-0.20850135	-0.05830456	0.04840755	-0.14122626	-0.10733398	-0.027755007	0.10461534	0.18927859	-0.21753532	0.3022208	-0.15020664	0.113564625	0.21299876	-0.20126441	-0.18397556
-0.22656803	-0.43727612	-0.10060321	0.13317414	-0.22298333	-0.18536514	-0.027977748	0.298233	0.35552937	-0.30107856	0.45642462	-0.37552753	0.1817929	0.23942703	-0.28076544	-0.33685875
0.7963309	1.3452301	0.3193529	-0.41830152	0.66178167	0.6198255	0.14134598	-0.8667448	-1.106341	1.0083871	-1.3618473	1.0264127	-0.7797004	-0.88596374	0.8309792	0.9930182
0.03895914	0.07456606	0.07054837	-0.018595694	0.041744623	0.07312877	0.0442266	-0.05929822	-0.042125203	0.03212016	-0.052022938	0.10035156	-0.040789593	-0.042850744	0.028826306	0.017795904
-0.117086016	-0.080097646	-0.057703026	0.14195913	-0.12384678	-0.051628925	0.06641876	0.046148755	0.13052192	-0.10586535	0.054758336	-0.11020952	0.074935615	0.10476517	-0.11159077	-0.11686046
0.7738351	1.0234606	0.6107429	-0.52042335	0.7824165	0.63559246	-0.2540559	-0.80522007	-0.8997071	0.88420826	-1.0641454	0.9594186	-0.7475573	-0.8565258	0.8736666	0.9184147
-0.02992613	-0.1260405	-0.044015314	0.02526544	-0.030287372	-0.10448518	0.08283528	0.08598869	0.06820631	-0.10042196	0.10936959	-0.11130257	0.045229107	0.06895535	-0.1255326	-0.07743359
0.5768692	0.8523889	0.4019252	-0.416449	0.5058808	0.5624889	-0.10967438	-0.6900567	-0.79121786	0.7515921	-0.89512205	0.7335124	-0.65339243	-0.60856885	0.6821813	0.6680072
-0.039530512	-0.0009565569	0.047066126	-0.008421669	-0.027649062	-0.0036785505	-0.01515901	0.016470894	0.0034399752	0.0039267414	0.01030562	-0.067609675	-0.009065479	0.0112868035	-0.036024313	-0.0071538026
0.8274226	1.1610415	0.55441797	-0.5393155	0.7367527	0.76371247	-0.29093686	-0.89521086	-1.0174375	0.9876227	-1.1170372	0.9767294	-0.880146	-0.9231381	0.8736065	0.94134897
-0.18410951	-0.31096205	-0.07053116	0.12096062	-0.2159669	-0.12764491	0.095811106	0.21698464	0.29687476	-0.25050467	0.25990212	-0.22778659	0.14652619	0.19450042	-0.18458681	-0.26883075
0.56113654	0.70621425	0.2932826	-0.35357064	0.44796777	0.38366395	-0.123990655	-0.5698691	-0.64552766	0.66693807	-0.7260968	0.65226024	-0.5317623	-0.51238215	0.57386374	0.55727917
-0.6218693	-0.81571245	-0.2664069	0.3127337	-0.53837293	-0.52970403	0.20403226	0.63342667	0.7529472	-0.66898125	0.83213836	-0.6981539	0.60044396	0.54988015	-0.6800502	-0.69709975
0.033906378	0.06818516	0.01807083	-0.013264431	-0.028050827	-0.0023739592	-0.04126726	-0.04765558	-0.046430588	-0.02999841	0.046874363	0.0067034075	-0.039638937	-0.035083234	0.04789999	0.054480918
0.04287899	0.0020166764	-0.0003059364	-0.033632413	0.10580495	0.02164703	-0.039356377	-0.0683193	-0.026310252	0.04030204	-0.038635124	0.10046557	-0.036138	0.0020747785	0.09430759	0.063127145
-0.22064857	-0.17269684	-0.24360774	0.21654204	-0.21406345	-0.24127172	0.21615903	0.23016362	0.17058375	-0.21871169	0.20449103	-0.18271892	0.23854724	0.13408002	-0.15540317	-0.14272809
0.08800895	0.25851753	-0.1503326	0.08900236	0.10265263	0.009393332	0.24915327	-0.13599259	-0.24804161	0.15557489	-0.20583677	0.15448454	-0.043071315	-0.055961065	0.109288685	0.20972383
-0.119050846	-0.23265041	0.0020309684	-0.038589317	-0.026817987	-0.092010185	-0.08780425	0.18243296	0.14703417	-0.17584784	0.23225036	-0.1516131	0.04695436	0.111075565	-0.15294893	-0.08122053
0.50763446	0.6861092	0.39605352	-0.44067705	0.50578976	0.46542585	-0.34637123	-0.60770285	-0.6076375	0.58480316	-0.68138194	0.6102479	-0.49154022	-0.51320213	0.5412027	0.6657222
0.28879714	0.17819503	0.18144596	-0.2306981	0.31419134	0.25426143	-0.27857047	-0.23586464	-0.27252764	0.28068748	-0.290225	0.20037496	-0.18361545	-0.23250675	0.28935796	0.3030147
-0.07052073	-0.11866835	0.010375311	0.063117504	-0.09831037	-0.086989865	0.08803743	0.06137607	0.12068073	-0.10603413	0.028762488	-0.060113825	0.05321648	0.06877723	-0.06781824	-0.09618569
-0.079911396	-0.12237941	0.019312277	0.04656633	-0.005699706	-0.007403497	-0.07494826	0.13429509	0.114800714	-0.14162605	0.16672559	-0.09406996	0.09270691	0.04060662	-0.095285654	-0.13164082
-0.045684043	-0.14588778	-0.0010596205	-0.026768135	-0.04277277	-0.066283226	-0.056782275	0.08007402	0.1746365	-0.09532835	0.22879952	-0.09092427	0.018312633	0.050729346	-0.10370328	-0.1579738
0.006316262	0.023587143	0.0105695035	-0.022868995	0.07261248	-0.0079953605	-0.07150834	-0.066408224	-0.005511847	0.08306649	-0.023041448	0.08592168	-0.042645577	-0.0483381	0.02204622	0.05288077
0.7210152	0.8535169	0.551248	-0.55482936	0.76960146	0.64512885	-0.48849484	-0.7860575	-0.7845457	0.7886996	-0.8467288	0.862396	-0.7513624	-0.7762129	0.74083644	0.8471143
